chrom	start	end	nSites	recombRate	CI95LO	CI95HI
b'CM027508.1'	89532000	89568000	784	2.8888280890154324e-09	2.500517094545201e-09	3.1210412266230055e-09
b'CM027508.1'	89568000	89604000	862	1.8584534704552056e-09	1.4787649315123263e-09	2.255351135189147e-09
b'CM027508.1'	89604000	89640000	878	9.247306765083802e-10	7.28927189195529e-10	1.1678137052142838e-09
b'CM027508.1'	89640000	89676000	736	8.337985651465892e-10	6.487786574185769e-10	1.0196231319917168e-09
b'CM027508.1'	89676000	89712000	743	2.5174629861133963e-09	2.1651232564988262e-09	2.7754186651528085e-09
b'CM027508.1'	89712000	89748000	682	1.3292658775314196e-09	8.534606378789038e-10	1.7677197784952838e-09
b'CM027508.1'	89748000	89784000	840	3.369590858258976e-09	3.1131670538467114e-09	3.617656937048553e-09
b'CM027508.1'	89784000	89820000	681	2.9525482004490585e-09	2.46686990842089e-09	3.2403373762725636e-09
b'CM027508.1'	89820000	89856000	834	2.489345275461285e-09	2.0096773367592633e-09	2.868026656158473e-09
b'CM027508.1'	89856000	89892000	851	3.2067429693948986e-09	2.8210042506504214e-09	3.4579477152884725e-09
b'CM027508.1'	89892000	89928000	845	2.2851090089119516e-09	1.7772614171544696e-09	2.651761733759989e-09
b'CM027508.1'	89928000	89964000	828	2.2939702759808887e-09	1.7861226842234068e-09	2.6606230008289264e-09
b'CM027508.1'	89964000	90000000	906	2.6629358231362333e-09	2.4075329409596082e-09	2.9358545385411457e-09
b'CM027508.1'	90000000	90036000	848	2.7759413168861778e-09	2.2527746735458886e-09	3.015646089583813e-09
b'CM027508.1'	90036000	90072000	695	3.0824405009566374e-09	2.7748515688541612e-09	3.275249686240941e-09
b'CM027508.1'	90072000	90108000	858	2.4848616397455997e-09	2.005193701043578e-09	2.8635430204427873e-09
b'CM027508.1'	90108000	90144000	844	2.7777263050125525e-09	2.2545596616722633e-09	3.0174310777101877e-09
b'CM027508.1'	90144000	90180000	893	3.126668177102115e-09	2.8541578738901558e-09	3.321687067027906e-09
b'CM027508.1'	90180000	90216000	1134	3.593697812156829e-09	3.3935790350518106e-09	3.758174588799714e-09
b'CM027508.1'	90216000	90252000	926	3.4880027719901644e-09	3.287883994885146e-09	3.6524795486330498e-09
b'CM027508.1'	90252000	90288000	818	2.7517547041253147e-09	2.2285880607850255e-09	2.99145947682295e-09
b'CM027508.1'	90288000	90324000	692	2.790004010504211e-09	2.2668373671639216e-09	3.029708783201846e-09
b'CM027508.1'	90324000	90360000	829	1.8798708448801064e-09	1.500182305937227e-09	2.276768509614048e-09
b'CM027508.1'	90360000	90396000	944	2.92831449899132e-09	2.6127112610032485e-09	3.1852595420114156e-09
b'CM027508.1'	90396000	90432000	978	3.5227467807401275e-09	3.3226280036351092e-09	3.687223557383013e-09
b'CM027508.1'	90432000	90468000	813	3.2713164875973887e-09	3.0225508017688438e-09	3.4763772337586117e-09
b'CM027508.1'	90468000	90504000	744	3.102382564249267e-09	2.794793632146791e-09	3.2951917495335704e-09
b'CM027508.1'	90504000	90540000	749	2.6456333251703594e-09	2.275687473440024e-09	2.8568578408263872e-09
b'CM027508.1'	90540000	90576000	1002	3.411797637009907e-09	3.211678859904889e-09	3.5762744136527925e-09
b'CM027508.1'	90576000	90612000	890	3.4365247360403555e-09	3.2364059589353373e-09	3.601001512683241e-09
b'CM027508.1'	90612000	90648000	731	2.993736681680807e-09	2.6588540489454066e-09	3.2618632415244584e-09
b'CM027508.1'	90648000	90684000	720	3.1446410305208287e-09	2.8721307273088694e-09	3.3396599204466197e-09
b'CM027508.1'	90684000	90720000	476	2.23535076853874e-09	1.8775804218570216e-09	2.6597400145064e-09
b'CM027508.1'	90720000	90756000	585	1.5811097030090695e-09	1.1967363809491974e-09	2.1231662582063036e-09
b'CM027508.1'	90756000	90792000	695	1.2273119294211935e-09	9.051416500779677e-10	1.796693188229314e-09
b'CM027508.1'	90792000	90828000	698	2.4538979582901916e-09	2.0516961142382614e-09	2.851913056947303e-09
b'CM027508.1'	90828000	90864000	805	1.829358904321808e-09	1.3406651938231636e-09	2.374961056668255e-09
b'CM027508.1'	90864000	90900000	694	9.277949297738141e-10	7.319914424609629e-10	1.1708779584797177e-09
b'CM027508.1'	90900000	90936000	543	1.7674861983680513e-09	1.427094175466348e-09	2.2349589200116538e-09
b'CM027508.1'	90936000	90972000	593	2.080824146436008e-09	1.7130610264787762e-09	2.852250918897233e-09
b'CM027508.1'	90972000	91008000	614	9.473468610648934e-10	7.263110242089394e-10	1.2027088342986186e-09
b'CM027508.1'	91008000	91044000	730	2.4074518150242086e-09	1.9279721090848967e-09	2.7004346419124858e-09
b'CM027508.1'	91044000	91080000	710	2.3744407072570687e-09	1.8747791950915518e-09	2.73125944847769e-09
b'CM027508.1'	91080000	91116000	778	2.7644490960343915e-09	2.2412824526941023e-09	3.0041538687320267e-09
b'CM027508.1'	91116000	91152000	565	2.234964352190238e-09	1.8771940055085194e-09	2.659353598157898e-09
b'CM027508.1'	91152000	91188000	661	2.1535245957516236e-09	1.8304577113959407e-09	2.479739833907193e-09
b'CM027508.1'	91188000	91224000	880	2.484128181786677e-09	2.004460243084655e-09	2.8628095624838646e-09
b'CM027508.1'	91224000	91260000	906	3.152395086093157e-09	2.753999147631908e-09	3.410843931751223e-09
b'CM027508.1'	91260000	91296000	832	1.214313905845167e-09	8.666158910209067e-10	1.605689443379156e-09
b'CM027508.1'	91296000	91332000	740	1.1683739564649475e-09	8.450296245998535e-10	1.5584009671531902e-09
b'CM027508.1'	91332000	91368000	763	2.4718977709890333e-09	2.069695926937103e-09	2.8699128696461448e-09
b'CM027508.1'	91368000	91404000	737	9.61951341619535e-10	7.40915504763581e-10	1.2173133148532602e-09
b'CM027508.1'	91404000	91440000	822	1.4862923647092368e-09	9.766374519921978e-10	2.0548432155527443e-09
b'CM027508.1'	91440000	91476000	716	2.032212185288047e-09	1.651339307606976e-09	2.4645290176208484e-09
b'CM027508.1'	91476000	91512000	663	1.4886150456271567e-09	9.789601329101176e-10	2.057165896470664e-09
b'CM027508.1'	91512000	91548000	744	3.2013308939091888e-09	2.8155921751647116e-09	3.4525356398027627e-09
b'CM027508.1'	91548000	91584000	719	1.7498478085184274e-09	1.409455785616724e-09	2.21732053016203e-09
b'CM027508.1'	91584000	91620000	631	1.945736928468806e-09	1.5280745043784468e-09	2.4352547380897263e-09
b'CM027508.1'	91620000	91656000	775	2.9829699744367348e-09	2.497291682408566e-09	3.27075915026024e-09
b'CM027508.1'	91656000	91692000	918	3.40855672951416e-09	3.208437952409142e-09	3.5730335061570456e-09
b'CM027508.1'	91692000	91728000	993	3.328256379045815e-09	3.088551689614907e-09	3.537183876570584e-09
b'CM027508.1'	91728000	91764000	923	2.9906585719413293e-09	2.5049802799131607e-09	3.2784477477648344e-09
b'CM027508.1'	91764000	91800000	1018	2.978212430070099e-09	2.4925341380419304e-09	3.266001605893604e-09
b'CM027508.1'	91800000	91836000	884	3.1029827629594867e-09	2.7953938308570105e-09	3.29579194824379e-09
b'CM027508.1'	91836000	91872000	1042	3.147457754071106e-09	2.749061815609857e-09	3.405906599729172e-09
b'CM027508.1'	91872000	91908000	1005	3.5157267260857267e-09	3.3156079489807084e-09	3.680203502728612e-09
b'CM027508.1'	91908000	91944000	737	1.8242903822940456e-09	1.3355966717954012e-09	2.369892534640492e-09
b'CM027508.1'	91944000	91980000	618	1.8678176818137253e-09	1.488129142870846e-09	2.2647153465476668e-09
b'CM027508.1'	91980000	92016000	782	2.1844262863104393e-09	1.8613594019547565e-09	2.5106415244660086e-09
b'CM027508.1'	92016000	92052000	861	3.2024564438545355e-09	2.8167177251100583e-09	3.4536611897481094e-09
b'CM027508.1'	92052000	92088000	648	1.1490863380982134e-09	8.568920429498398e-10	1.420856871953289e-09
b'CM027508.1'	92088000	92124000	757	1.3258005468644783e-09	9.841180145967386e-10	1.7245867398211132e-09
b'CM027508.1'	92124000	92160000	621	1.3010614018837536e-09	9.593788696160138e-10	1.6998475948403885e-09
b'CM027508.1'	92160000	92196000	525	2.3403285736693885e-09	1.8728687222861986e-09	2.8087738506825626e-09
b'CM027508.1'	92196000	92232000	592	1.1004924754194622e-09	8.315840521129491e-10	1.5343409603348061e-09
b'CM027508.1'	92232000	92268000	559	2.0396363335382276e-09	1.6587634558571566e-09	2.471953165871029e-09
b'CM027508.1'	92268000	92304000	606	3.1529509438821137e-09	2.7545550054208646e-09	3.4113997895401795e-09
b'CM027508.1'	92304000	92340000	601	1.9295743670622017e-09	1.5119119429718424e-09	2.419092176683122e-09
b'CM027508.1'	92340000	92376000	593	1.0430734434663612e-09	7.153958500738887e-10	1.4761182823431004e-09
b'CM027508.1'	92376000	92412000	640	2.163457671569337e-09	1.8403907872136542e-09	2.4896729097249063e-09
b'CM027508.1'	92412000	92448000	662	2.4748608701214246e-09	1.9951929314194027e-09	2.853542250818612e-09
b'CM027508.1'	92448000	92484000	742	1.2520155632192309e-09	8.045575897677603e-10	1.8104595265136388e-09
b'CM027508.1'	92484000	92520000	548	9.216076657263038e-10	7.005718288703498e-10	1.176969638960029e-09
b'CM027508.1'	92520000	92556000	606	1.0647377301496099e-09	7.958293068430968e-10	1.4985862150649538e-09
b'CM027508.1'	92556000	92592000	453	2.1463789971688187e-09	1.8233121128131359e-09	2.472594235324388e-09
b'CM027508.1'	92592000	92628000	509	9.93877132203532e-10	6.661995388110594e-10	1.4269219710802712e-09
b'CM027508.1'	92628000	92664000	607	1.2675909769267742e-09	8.201330034753037e-10	1.8260349402211821e-09
b'CM027508.1'	92664000	92700000	549	8.924959590376582e-10	6.714601221817043e-10	1.1478579322713835e-09
b'CM027508.1'	92700000	92736000	412	8.367101460978994e-10	5.741563562774694e-10	1.2271097531843213e-09
b'CM027508.1'	92736000	92772000	437	5.755913653815744e-10	3.1658466318476766e-10	7.968211873432848e-10
b'CM027508.1'	92772000	92808000	377	1.6448093517036319e-09	1.2415813895723068e-09	2.2923284900118152e-09
b'CM027508.1'	92808000	92844000	546	2.6667814225555545e-09	2.4113785403789295e-09	2.939700137960467e-09
b'CM027508.1'	92844000	92880000	558	1.0750173154866883e-09	8.061088921801752e-10	1.5088658004020322e-09
b'CM027508.1'	92880000	92916000	678	1.1662964365006923e-09	8.429521046355982e-10	1.556323447188935e-09
b'CM027508.1'	92916000	92952000	685	1.199387510202154e-09	8.516894953778936e-10	1.5907630477361429e-09
b'CM027508.1'	92952000	92988000	903	1.9933216392006294e-09	1.6580356457870373e-09	2.4140388946788382e-09
b'CM027508.1'	92988000	93024000	612	9.57725297095775e-10	7.36689460239821e-10	1.2130872703295002e-09
b'CM027508.1'	93024000	93060000	702	1.1675267492626773e-09	8.441824173975832e-10	1.55755375995092e-09
b'CM027508.1'	93060000	93096000	597	1.4822212325840636e-09	9.725663198670245e-10	2.050772083427571e-09
b'CM027508.1'	93096000	93132000	688	2.1453390547621243e-09	1.8222721704064415e-09	2.4715542929176936e-09
b'CM027508.1'	93132000	93168000	520	1.1455515364876702e-09	8.222072046225762e-10	1.5355785471759129e-09
b'CM027508.1'	93168000	93204000	666	2.271068157036389e-09	1.6337967769257845e-09	2.724919802191046e-09
b'CM027508.1'	93204000	93240000	1050	3.499732778422379e-09	3.2996140013173608e-09	3.6642095550652644e-09
b'CM027508.1'	93240000	93276000	963	3.0043879621805286e-09	2.669505329445128e-09	3.27251452202418e-09
b'CM027508.1'	93276000	93312000	944	3.211922461968276e-09	2.8261837432237987e-09	3.4631272078618498e-09
b'CM027508.1'	93312000	93348000	975	3.4734309263535727e-09	3.2733121492485544e-09	3.637907702996458e-09
b'CM027508.1'	93348000	93384000	907	2.9948124294452726e-09	2.509134137417104e-09	3.2826016052687777e-09
b'CM027508.1'	93384000	93420000	1026	3.3008528769857983e-09	2.8689379675923714e-09	3.551051810779098e-09
b'CM027508.1'	93420000	93456000	990	2.2661267196403727e-09	1.7582791278828907e-09	2.6327794444884103e-09
b'CM027508.1'	93456000	93492000	986	3.370349501861177e-09	3.1139256974489122e-09	3.618415580650754e-09
b'CM027508.1'	93492000	93528000	1107	3.403712454305534e-09	3.2035936772005155e-09	3.568189230948419e-09
b'CM027508.1'	93528000	93564000	1307	3.6447093816149486e-09	3.4445906045099303e-09	3.8091861582578336e-09
b'CM027508.1'	93564000	93600000	1227	3.669605094388654e-09	3.4694863172836356e-09	3.834081871031539e-09
b'CM027508.1'	93600000	93636000	1226	3.45067019937808e-09	3.2505514222730615e-09	3.615146976020965e-09
b'CM027508.1'	93636000	93672000	941	3.1474244096983163e-09	2.749028471237067e-09	3.405873255356382e-09
b'CM027508.1'	93672000	93708000	1035	3.366890791760185e-09	3.1104669873479203e-09	3.614956870549762e-09
b'CM027508.1'	93708000	93744000	1270	3.5592718756153943e-09	3.359153098510376e-09	3.7237486522582797e-09
b'CM027508.1'	93744000	93780000	1068	3.4808898970072518e-09	3.2807711199022335e-09	3.645366673650137e-09
b'CM027508.1'	93780000	93816000	1150	3.5600179855171842e-09	3.359899208412166e-09	3.7244947621600696e-09
b'CM027508.1'	93816000	93852000	1278	3.640022250631279e-09	3.4399034735262606e-09	3.804499027274164e-09
b'CM027508.1'	93852000	93888000	1054	3.5433949879841817e-09	3.3432762108791635e-09	3.707871764627067e-09
b'CM027508.1'	93888000	93924000	1094	3.4948692296933096e-09	3.2947504525882913e-09	3.659346006336195e-09
b'CM027508.1'	93924000	93960000	1133	3.5290415361651186e-09	3.3289227590601003e-09	3.693518312808004e-09
b'CM027508.1'	93960000	93996000	1078	3.6296671674855955e-09	3.429548390380577e-09	3.794143944128481e-09
b'CM027508.1'	93996000	94032000	1443	3.5772546614004704e-09	3.377135884295452e-09	3.741731438043356e-09
b'CM027508.1'	94032000	94068000	1129	3.656849571129462e-09	3.4567307940244437e-09	3.821326347772347e-09
b'CM027508.1'	94068000	94104000	1219	3.510019872155458e-09	3.3099010950504398e-09	3.6744966487983434e-09
b'CM027508.1'	94104000	94140000	1361	3.683226980128101e-09	3.4831082030230827e-09	3.847703756770986e-09
b'CM027508.1'	94140000	94176000	1404	3.691096606833907e-09	3.4909778297288886e-09	3.855573383476792e-09
b'CM027508.1'	94176000	94212000	1371	3.6465352816313414e-09	3.446416504526323e-09	3.811012058274226e-09
b'CM027508.1'	94212000	94248000	1217	3.779609362647368e-09	3.57949058554235e-09	3.944086139290253e-09
b'CM027508.1'	94248000	94284000	1382	3.601667353738548e-09	3.4015485766335296e-09	3.766144130381433e-09
b'CM027508.1'	94284000	94320000	1273	3.6523764589924234e-09	3.452257681887405e-09	3.816853235635309e-09
b'CM027508.1'	94320000	94356000	1197	3.534488493175556e-09	3.3343697160705376e-09	3.6989652698184412e-09
b'CM027508.1'	94356000	94392000	1271	3.6186593859789174e-09	3.418540608873899e-09	3.783136162621803e-09
b'CM027508.1'	94392000	94428000	1247	3.6697098572052916e-09	3.4695910801002734e-09	3.8341866338481774e-09
b'CM027508.1'	94428000	94464000	1526	3.590345520266869e-09	3.390226743161851e-09	3.754822296909755e-09
b'CM027508.1'	94464000	94500000	1519	3.7263049537113396e-09	3.5261861766063213e-09	3.8907817303542245e-09
b'CM027508.1'	94500000	94536000	1245	3.5740365746988673e-09	3.373917797593849e-09	3.738513351341752e-09
b'CM027508.1'	94536000	94572000	1260	3.6734334304092964e-09	3.473314653304278e-09	3.837910207052182e-09
b'CM027508.1'	94572000	94608000	1375	3.60897887604872e-09	3.4088600989437017e-09	3.773455652691605e-09
b'CM027508.1'	94608000	94644000	1372	3.708060615612038e-09	3.5079418385070198e-09	3.872537392254923e-09
b'CM027508.1'	94644000	94680000	1321	3.7056903273249883e-09	3.50557155021997e-09	3.870167103967874e-09
b'CM027508.1'	94680000	94716000	1135	3.4960683264467254e-09	3.295949549341707e-09	3.660545103089611e-09
b'CM027508.1'	94716000	94752000	1209	3.6022615220834757e-09	3.4021427449784575e-09	3.766738298726361e-09
b'CM027508.1'	94752000	94788000	1475	3.671461500958876e-09	3.471342723853858e-09	3.835938277601761e-09
b'CM027508.1'	94788000	94824000	1273	3.635560489770083e-09	3.435441712665065e-09	3.8000372664129686e-09
b'CM027508.1'	94824000	94860000	1024	3.3727899079250506e-09	3.116366103512786e-09	3.6208559867146276e-09
b'CM027508.1'	94860000	94896000	1082	3.4070004222990477e-09	3.2068816451940295e-09	3.571477198941933e-09
b'CM027508.1'	94896000	94932000	1058	3.60503927387632e-09	3.404920496771302e-09	3.769516050519205e-09
b'CM027508.1'	94932000	94968000	919	2.9214760647504126e-09	2.6058728267623413e-09	3.1784211077705084e-09
b'CM027508.1'	94968000	95004000	901	3.3647756706946985e-09	3.1083518662824338e-09	3.6128417494842755e-09
b'CM027508.1'	95004000	95040000	1272	3.6124524846992562e-09	3.412333707594238e-09	3.776929261342141e-09
b'CM027508.1'	95040000	95076000	1108	3.6740713484632042e-09	3.473952571358186e-09	3.83854812510609e-09
b'CM027508.1'	95076000	95112000	1236	3.697765481391903e-09	3.4976467042868846e-09	3.862242258034788e-09
b'CM027508.1'	95112000	95148000	1031	3.135928808068564e-09	2.863418504856605e-09	3.330947697994355e-09
b'CM027508.1'	95148000	95184000	1069	3.6107812458162294e-09	3.410662468711211e-09	3.775258022459115e-09
b'CM027508.1'	95184000	95220000	1047	3.539161553306878e-09	3.3390427762018597e-09	3.7036383299497633e-09
b'CM027508.1'	95220000	95256000	1133	3.4660883062772882e-09	3.26596952917227e-09	3.6305650829201736e-09
b'CM027508.1'	95256000	95292000	927	3.4333883548763333e-09	3.233269577771315e-09	3.5978651315192187e-09
b'CM027508.1'	95292000	95328000	1148	3.5945135668656164e-09	3.394394789760598e-09	3.758990343508502e-09
b'CM027508.1'	95328000	95364000	982	3.0732476229178793e-09	2.765658690815403e-09	3.2660568082021828e-09
b'CM027508.1'	95364000	95400000	1172	3.478973896238852e-09	3.2788551191338337e-09	3.6434506728817374e-09
b'CM027508.1'	95400000	95436000	1178	3.6236702648090375e-09	3.4235514877040192e-09	3.7881470414519225e-09
b'CM027508.1'	95436000	95472000	1228	3.5909635735880508e-09	3.3908447964830325e-09	3.755440350230936e-09
b'CM027508.1'	95472000	95508000	1485	3.653965874095412e-09	3.453847096990394e-09	3.818442650738298e-09
b'CM027508.1'	95508000	95544000	1214	3.7017389009069193e-09	3.501620123801901e-09	3.866215677549804e-09
b'CM027508.1'	95544000	95580000	1388	3.6432817221927277e-09	3.4431629450877094e-09	3.8077584988356134e-09
b'CM027508.1'	95580000	95616000	1166	3.084425791804665e-09	2.7768368597021887e-09	3.2772349770889683e-09
b'CM027508.1'	95616000	95652000	1280	3.604509784155209e-09	3.4043910070501906e-09	3.768986560798094e-09
b'CM027508.1'	95652000	95688000	982	3.505382994215887e-09	3.3052642171108686e-09	3.6698597708587723e-09
b'CM027508.1'	95688000	95724000	1161	3.5793156274207873e-09	3.379196850315769e-09	3.743792404063672e-09
b'CM027508.1'	95724000	95760000	1347	3.744453042450885e-09	3.5443342653458667e-09	3.90892981909377e-09
b'CM027508.1'	95760000	95796000	1287	3.7340767939054526e-09	3.5339580168004343e-09	3.8985535705483375e-09
b'CM027508.1'	95796000	95832000	1455	3.640433970865515e-09	3.440315193760497e-09	3.8049107475084e-09
b'CM027508.1'	95832000	95868000	1429	3.748825766742184e-09	3.5487069896371654e-09	3.9133025433850694e-09
b'CM027508.1'	95868000	95904000	1362	3.6376427394326067e-09	3.4375239623275884e-09	3.8021195160754925e-09
b'CM027508.1'	95904000	95940000	1252	3.634228606737791e-09	3.434109829632773e-09	3.798705383380676e-09
b'CM027508.1'	95940000	95976000	1562	3.732713103652307e-09	3.532594326547289e-09	3.897189880295192e-09
b'CM027508.1'	95976000	96012000	1661	3.708595899213528e-09	3.5084771221085097e-09	3.873072675856414e-09
b'CM027508.1'	96012000	96048000	1405	3.5660450400202013e-09	3.365926262915183e-09	3.730521816663087e-09
b'CM027508.1'	96048000	96084000	1382	3.6558788005599384e-09	3.45576002345492e-09	3.820355577202824e-09
b'CM027508.1'	96084000	96120000	967	3.50019203212421e-09	3.3000732550191917e-09	3.6646688087670954e-09
b'CM027508.1'	96120000	96156000	1372	3.6845976466861916e-09	3.4844788695811733e-09	3.8490744233290765e-09
b'CM027508.1'	96156000	96192000	1458	3.70254448676443e-09	3.5024257096594117e-09	3.867021263407316e-09
b'CM027508.1'	96192000	96228000	1460	3.6418268670054655e-09	3.4417080899004472e-09	3.806303643648351e-09
b'CM027508.1'	96228000	96264000	1606	3.803513257694257e-09	3.603394480589239e-09	3.967990034337142e-09
b'CM027508.1'	96264000	96300000	1539	3.76717675953743e-09	3.5670579824324114e-09	3.931653536180315e-09
b'CM027508.1'	96300000	96336000	1271	3.7220860628562093e-09	3.521967285751191e-09	3.886562839499095e-09
b'CM027508.1'	96336000	96372000	1362	3.723635512008833e-09	3.523516734903815e-09	3.888112288651718e-09
b'CM027508.1'	96372000	96408000	1505	3.789276511179959e-09	3.5891577340749403e-09	3.9537532878228436e-09
b'CM027508.1'	96408000	96444000	1453	3.6605295128669435e-09	3.4604107357619253e-09	3.825006289509829e-09
b'CM027508.1'	96444000	96480000	1421	3.56105036040665e-09	3.3609315833016318e-09	3.725527137049535e-09
b'CM027508.1'	96480000	96516000	1253	3.756229518168583e-09	3.556110741063565e-09	3.920706294811468e-09
b'CM027508.1'	96516000	96552000	1393	3.661925601553225e-09	3.4618068244482067e-09	3.82640237819611e-09
b'CM027508.1'	96552000	96588000	1285	3.688130376565079e-09	3.4880115994600607e-09	3.852607153207965e-09
b'CM027508.1'	96588000	96624000	1118	3.608202850805384e-09	3.408084073700366e-09	3.7726796274482695e-09
b'CM027508.1'	96624000	96660000	1297	3.659809534548085e-09	3.4596907574430666e-09	3.82428631119097e-09
b'CM027508.1'	96660000	96696000	1406	3.778875313476162e-09	3.578756536371144e-09	3.943352090119047e-09
b'CM027508.1'	96696000	96732000	1070	3.5763706807941656e-09	3.3762519036891473e-09	3.7408474574370506e-09
b'CM027508.1'	96732000	96768000	1215	3.6661058271250127e-09	3.4659870500199944e-09	3.830582603767898e-09
b'CM027508.1'	96768000	96804000	1293	3.7021702493889682e-09	3.50205147228395e-09	3.866647026031854e-09
b'CM027508.1'	96804000	96840000	1507	3.70903576115246e-09	3.5089169840474416e-09	3.873512537795345e-09
b'CM027508.1'	96840000	96876000	1550	3.754163349480172e-09	3.5540445723751533e-09	3.9186401261230566e-09
b'CM027508.1'	96876000	96912000	1147	3.6330659286610394e-09	3.432947151556021e-09	3.797542705303925e-09
b'CM027508.1'	96912000	96948000	1140	3.554773932562448e-09	3.3546551554574297e-09	3.7192507092053334e-09
b'CM027508.1'	96948000	96984000	854	3.022597526197756e-09	2.543717079789331e-09	3.2719385184954315e-09
b'CM027508.1'	96984000	97020000	1072	3.535100043161619e-09	3.3349812660566005e-09	3.699576819804504e-09
b'CM027508.1'	97020000	97056000	1350	3.6435950647029883e-09	3.44347628759797e-09	3.808071841345873e-09
b'CM027508.1'	97056000	97092000	1354	3.758865260770929e-09	3.5587464836659106e-09	3.923342037413814e-09
b'CM027508.1'	97092000	97128000	1168	3.5776966517036227e-09	3.3775778745986044e-09	3.742173428346508e-09
b'CM027508.1'	97128000	97164000	1185	3.5229408166115756e-09	3.3228220395065573e-09	3.687417593254461e-09
b'CM027508.1'	97164000	97200000	1197	3.5137038341364675e-09	3.3135850570314492e-09	3.678180610779353e-09
b'CM027508.1'	97200000	97236000	1227	3.6632787682277237e-09	3.4631599911227054e-09	3.827755544870609e-09
b'CM027508.1'	97236000	97272000	1015	3.4880797478294774e-09	3.287960970724459e-09	3.6525565244723628e-09
b'CM027508.1'	97272000	97308000	1284	3.6138449078693798e-09	3.4137261307643615e-09	3.778321684512265e-09
b'CM027508.1'	97308000	97344000	1063	3.487730341369923e-09	3.2876115642649047e-09	3.6522071180128083e-09
b'CM027508.1'	97344000	97380000	1146	3.347706435476107e-09	3.1080017460451988e-09	3.556633933000876e-09
b'CM027508.1'	97380000	97416000	1219	3.750237226947836e-09	3.550118449842818e-09	3.914714003590722e-09
b'CM027508.1'	97416000	97452000	681	1.8295044062657539e-09	1.4498158673228745e-09	2.2264020709996953e-09
b'CM027508.1'	97452000	97488000	867	2.062851219959357e-09	1.618682304422799e-09	2.423958602843997e-09
b'CM027508.1'	97488000	97524000	940	2.7505266379700073e-09	2.227359994629718e-09	2.9902314106676425e-09
b'CM027508.1'	97524000	97560000	776	2.4503842654468333e-09	2.048182421394903e-09	2.8483993641039448e-09
b'CM027508.1'	97560000	97596000	919	2.1431583682543965e-09	1.8200914838987136e-09	2.4693736064099657e-09
b'CM027508.1'	97596000	97632000	921	1.953383461219429e-09	1.5357210371290697e-09	2.4429012708403493e-09
b'CM027508.1'	97632000	97668000	1060	1.7948006049345189e-09	1.4544085820328156e-09	2.2622733265781213e-09
b'CM027508.1'	97668000	97704000	872	1.099161615218268e-09	8.271718955825556e-10	1.520835696981346e-09
b'CM027508.1'	97704000	97740000	850	9.96375004101363e-10	6.686974107088905e-10	1.4294198429781022e-09
b'CM027508.1'	97740000	97776000	810	1.0997645748560043e-09	8.308561515494912e-10	1.5336130597713483e-09
b'CM027508.1'	97776000	97812000	875	9.84381671718073e-10	6.567040783256005e-10	1.4174265105948122e-09
b'CM027508.1'	97812000	97848000	521	4.2319164570951536e-10	2.245128084385329e-10	6.693053931469529e-10
b'CM027508.1'	97848000	97884000	686	1.892436125930134e-09	1.6123716515406932e-09	2.268266032015335e-09
b'CM027508.1'	97884000	97920000	496	9.094196972749439e-10	7.136162099620927e-10	1.1525027259808475e-09
b'CM027508.1'	97920000	97956000	533	9.999605883583962e-10	6.722829949659238e-10	1.4330054272351355e-09
b'CM027508.1'	97956000	97992000	645	2.161500788471532e-09	1.8384339041158491e-09	2.4877160266271012e-09
b'CM027508.1'	97992000	98028000	623	1.8838512986397357e-09	1.6037868242502947e-09	2.2596812047249365e-09
b'CM027508.1'	98028000	98064000	620	8.276938253495185e-10	6.426739176215062e-10	1.013518392194646e-09
b'CM027508.1'	98064000	98100000	834	3.422723949463918e-09	3.2226051723588996e-09	3.5872007261068032e-09
b'CM027508.1'	98100000	98136000	785	2.340730302416034e-09	1.873270451032844e-09	2.809175579429208e-09
b'CM027508.1'	98136000	98172000	719	2.1971698375208895e-09	1.8741029531652067e-09	2.5233850756764588e-09
b'CM027508.1'	98172000	98208000	841	3.1566827940580874e-09	2.7582868555968383e-09	3.4151316397161532e-09
b'CM027508.1'	98208000	98244000	907	3.0134380033315908e-09	2.67855537059619e-09	3.281564563175242e-09
b'CM027508.1'	98244000	98280000	741	1.8432465741442812e-09	1.4635580352014018e-09	2.2401442388782227e-09
b'CM027508.1'	98280000	98316000	652	2.7518757173322778e-09	2.4174273427818445e-09	2.969237035165842e-09
b'CM027508.1'	98316000	98352000	902	2.129630859552135e-09	1.7245746987172747e-09	2.4999359017376276e-09
b'CM027508.1'	98352000	98388000	1012	3.2421268875356307e-09	2.8431094406740816e-09	3.462100082750237e-09
b'CM027508.1'	98388000	98424000	928	3.1587876280298407e-09	2.7603916895685915e-09	3.4172364736879065e-09
b'CM027508.1'	98424000	98460000	733	3.029099442406889e-09	2.5502189959984637e-09	3.2784404347045643e-09
b'CM027508.1'	98460000	98496000	833	3.3456167365388114e-09	3.105912047107903e-09	3.5545442340635802e-09
b'CM027508.1'	98496000	98532000	855	3.4277462978123376e-09	3.2276275207073193e-09	3.592223074455223e-09
b'CM027508.1'	98532000	98568000	929	3.132911142331071e-09	2.8604008391191116e-09	3.327930032256862e-09
b'CM027508.1'	98568000	98604000	760	2.484125284846488e-09	2.004457346144466e-09	2.8628066655436755e-09
b'CM027508.1'	98604000	98640000	652	2.761642966051938e-09	2.2384763227116487e-09	3.001347738749573e-09
