chrom	start	end	nSites	recombRate
b'CM027508.1'	119628000	119664000	942	2.9644163414413372e-09
b'CM027508.1'	119664000	119700000	862	2.3717107739453452e-09
b'CM027508.1'	119700000	119736000	1086	2.5522020902206615e-09
b'CM027508.1'	119736000	119772000	1049	3.204694591098916e-09
b'CM027508.1'	119772000	119808000	931	2.4409534974688433e-09
b'CM027508.1'	119808000	119844000	951	3.0594323141309547e-09
b'CM027508.1'	119844000	119880000	917	2.8955254483477556e-09
b'CM027508.1'	119880000	119916000	894	2.975475321931767e-09
b'CM027508.1'	119916000	119952000	1003	2.5496244046645566e-09
b'CM027508.1'	119952000	119988000	1086	3.1647226103683283e-09
b'CM027508.1'	119988000	120024000	997	2.534919299779262e-09
b'CM027508.1'	120024000	120060000	912	1.6991047692974734e-09
b'CM027508.1'	120060000	120096000	772	2.3430272231924175e-09
b'CM027508.1'	120096000	120132000	901	2.6513945638446816e-09
b'CM027508.1'	120132000	120168000	759	2.8312617373122965e-09
b'CM027508.1'	120168000	120204000	943	2.4832080897048364e-09
b'CM027508.1'	120204000	120240000	1091	3.2873571831245862e-09
b'CM027508.1'	120240000	120276000	1011	3.2178070883348914e-09
b'CM027508.1'	120276000	120312000	1010	3.105632006813584e-09
b'CM027508.1'	120312000	120348000	982	3.1810297822994794e-09
b'CM027508.1'	120348000	120384000	886	1.5192011217270428e-09
b'CM027508.1'	120384000	120420000	975	2.4561457021545225e-09
b'CM027508.1'	120420000	120456000	822	2.0460575389871927e-09
b'CM027508.1'	120456000	120492000	739	2.657387623641397e-09
b'CM027508.1'	120492000	120528000	920	2.8687715553669777e-09
b'CM027508.1'	120528000	120564000	811	2.2183256540505504e-09
b'CM027508.1'	120564000	120600000	756	2.9824633328804023e-09
b'CM027508.1'	120600000	120636000	746	1.712461049223477e-09
b'CM027508.1'	120636000	120672000	754	3.1066984355305795e-09
b'CM027508.1'	120672000	120708000	518	1.935945596191344e-09
b'CM027508.1'	120708000	120744000	632	7.684803405576381e-10
b'CM027508.1'	120744000	120780000	747	1.6308758455125083e-09
b'CM027508.1'	120780000	120816000	777	1.701988451551216e-09
b'CM027508.1'	120816000	120852000	538	1.5896684823746041e-09
b'CM027508.1'	120852000	120888000	858	3.049785976270744e-09
b'CM027508.1'	120888000	120924000	1053	3.268156854762849e-09
b'CM027508.1'	120924000	120960000	960	3.1382154893946873e-09
b'CM027508.1'	120960000	120996000	1013	2.9874686543150574e-09
b'CM027508.1'	120996000	121032000	1087	3.1075897471691997e-09
b'CM027508.1'	121032000	121068000	1236	3.3229395308925675e-09
b'CM027508.1'	121068000	121104000	1001	3.0486419805021516e-09
b'CM027508.1'	121104000	121140000	1179	2.945448359507019e-09
b'CM027508.1'	121140000	121176000	926	3.119879158664072e-09
b'CM027508.1'	121176000	121212000	973	3.2302735087874463e-09
b'CM027508.1'	121212000	121248000	1053	9.153598196059138e-10
b'CM027508.1'	121248000	121284000	940	2.858630254583012e-09
b'CM027508.1'	121284000	121320000	1138	3.2584484396128697e-09
b'CM027508.1'	121320000	121356000	887	2.9733940182088975e-09
b'CM027508.1'	121356000	121392000	852	2.947628513923692e-09
b'CM027508.1'	121392000	121428000	873	2.2471639250580726e-09
b'CM027508.1'	121428000	121464000	904	2.9501213013958844e-09
b'CM027508.1'	121464000	121500000	966	2.8781896852857534e-09
b'CM027508.1'	121500000	121536000	824	2.449349125743288e-09
b'CM027508.1'	121536000	121572000	1021	3.2665505309885517e-09
b'CM027508.1'	121572000	121608000	868	3.1586134956003595e-09
b'CM027508.1'	121608000	121644000	1036	2.966919770734633e-09
b'CM027508.1'	121644000	121680000	1145	3.207962930844618e-09
b'CM027508.1'	121680000	121716000	1020	3.1354079405027533e-09
b'CM027508.1'	121716000	121752000	890	2.342203900966401e-09
b'CM027508.1'	121752000	121788000	1107	3.1642881875824046e-09
b'CM027508.1'	121788000	121824000	1100	3.2357152631297884e-09
b'CM027508.1'	121824000	121860000	1055	3.273815820498153e-09
b'CM027508.1'	121860000	121896000	1108	3.017938671225068e-09
b'CM027508.1'	121896000	121932000	1218	3.257914693163317e-09
b'CM027508.1'	121932000	121968000	1013	3.017766273723196e-09
b'CM027508.1'	121968000	122004000	1008	3.2514034358001044e-09
b'CM027508.1'	122004000	122040000	613	1.6071155411489774e-09
b'CM027508.1'	122040000	122076000	924	2.860944377703128e-09
b'CM027508.1'	122076000	122112000	785	2.805019479441668e-09
b'CM027508.1'	122112000	122148000	903	3.1277226537869462e-09
b'CM027508.1'	122148000	122184000	845	3.0405089096028137e-09
b'CM027508.1'	122184000	122220000	756	2.5723642027252136e-09
b'CM027508.1'	122220000	122256000	1024	3.1426034669629007e-09
b'CM027508.1'	122256000	122292000	846	2.5119384053493897e-09
b'CM027508.1'	122292000	122328000	931	3.118131771638929e-09
b'CM027508.1'	122328000	122364000	744	2.970827802171093e-09
b'CM027508.1'	122364000	122400000	691	2.8975479855696443e-09
b'CM027508.1'	122400000	122436000	727	1.6223345720920208e-09
b'CM027508.1'	122436000	122472000	554	1.2752722988021651e-09
b'CM027508.1'	122472000	122508000	658	2.2603831361112212e-09
b'CM027508.1'	122508000	122544000	642	2.71512659767358e-09
b'CM027508.1'	122544000	122580000	862	3.0929262636286638e-09
b'CM027508.1'	122580000	122616000	978	3.0288733788935043e-09
b'CM027508.1'	122616000	122652000	984	3.159494520145247e-09
b'CM027508.1'	122652000	122688000	1041	3.1353712853411755e-09
b'CM027508.1'	122688000	122724000	1171	3.207380704987817e-09
b'CM027508.1'	122724000	122760000	1186	3.135461740820553e-09
b'CM027508.1'	122760000	122796000	1168	3.2888032883700526e-09
b'CM027508.1'	122796000	122832000	1008	2.8980433032207694e-09
b'CM027508.1'	122832000	122868000	966	2.8474464100583043e-09
b'CM027508.1'	122868000	122904000	1080	3.2498958444771533e-09
b'CM027508.1'	122904000	122940000	1093	3.2836425963472912e-09
b'CM027508.1'	122940000	122976000	1295	3.2521312181211056e-09
b'CM027508.1'	122976000	123012000	1124	3.2954894263267274e-09
b'CM027508.1'	123012000	123048000	1300	3.150177014557124e-09
b'CM027508.1'	123048000	123084000	1288	3.3427486896638636e-09
b'CM027508.1'	123084000	123120000	1383	3.390575398550713e-09
b'CM027508.1'	123120000	123156000	1406	3.3690002886885714e-09
b'CM027508.1'	123156000	123192000	1320	3.3371168014511444e-09
b'CM027508.1'	123192000	123228000	1392	3.363730340635817e-09
b'CM027508.1'	123228000	123264000	1346	3.411174653417692e-09
b'CM027508.1'	123264000	123300000	1486	3.4227503534439103e-09
b'CM027508.1'	123300000	123336000	1336	3.3825537120455886e-09
b'CM027508.1'	123336000	123372000	1351	3.412368547503013e-09
b'CM027508.1'	123372000	123408000	1272	3.3500496883953892e-09
b'CM027508.1'	123408000	123444000	1482	3.4401875685337632e-09
b'CM027508.1'	123444000	123480000	1308	3.4225318413839254e-09
b'CM027508.1'	123480000	123516000	1322	3.2896831304903728e-09
b'CM027508.1'	123516000	123552000	1100	2.878096510229872e-09
b'CM027508.1'	123552000	123588000	1173	3.2830655731585853e-09
b'CM027508.1'	123588000	123624000	1283	3.3120375763846376e-09
b'CM027508.1'	123624000	123660000	1389	3.3241009083022948e-09
b'CM027508.1'	123660000	123696000	1088	3.222676785671709e-09
b'CM027508.1'	123696000	123732000	1138	3.142525072214107e-09
b'CM027508.1'	123732000	123768000	1148	3.2659374438505516e-09
b'CM027508.1'	123768000	123804000	1235	3.293514067845063e-09
b'CM027508.1'	123804000	123840000	1163	3.2052256179719653e-09
b'CM027508.1'	123840000	123876000	1226	3.1256244413927684e-09
b'CM027508.1'	123876000	123912000	1178	3.2767792129480203e-09
b'CM027508.1'	123912000	123948000	1046	3.1385172441441907e-09
b'CM027508.1'	123948000	123984000	1117	3.2005584699634783e-09
b'CM027508.1'	123984000	124020000	1282	3.222177920746883e-09
b'CM027508.1'	124020000	124056000	870	3.0046243341155023e-09
b'CM027508.1'	124056000	124092000	1048	3.0704353659393653e-09
b'CM027508.1'	124092000	124128000	901	1.8428013572503984e-09
b'CM027508.1'	124128000	124164000	813	3.0297266164610664e-09
b'CM027508.1'	124164000	124200000	748	2.6120764047784272e-09
b'CM027508.1'	124200000	124236000	732	1.261128195252693e-09
b'CM027508.1'	124236000	124272000	978	3.1538130883431694e-09
b'CM027508.1'	124272000	124308000	807	2.1008134036398538e-09
b'CM027508.1'	124308000	124344000	853	2.9861982573602503e-09
b'CM027508.1'	124344000	124380000	796	1.8131870462192336e-09
b'CM027508.1'	124380000	124416000	890	2.452559467563977e-09
b'CM027508.1'	124416000	124452000	1072	3.096794920327042e-09
b'CM027508.1'	124452000	124488000	1206	3.269265496036888e-09
b'CM027508.1'	124488000	124524000	1291	3.3359303566405962e-09
b'CM027508.1'	124524000	124560000	1059	2.9448446135230987e-09
b'CM027508.1'	124560000	124596000	955	2.888905880894204e-09
b'CM027508.1'	124596000	124632000	1163	3.2846609003844094e-09
b'CM027508.1'	124632000	124668000	1220	3.2747562027563044e-09
b'CM027508.1'	124668000	124704000	1206	3.4050109106347273e-09
b'CM027508.1'	124704000	124740000	1139	3.3303313398308397e-09
b'CM027508.1'	124740000	124776000	1333	3.257062046808038e-09
b'CM027508.1'	124776000	124812000	1148	3.223102103788466e-09
b'CM027508.1'	124812000	124848000	1237	3.35223670087455e-09
b'CM027508.1'	124848000	124884000	1081	2.9795697034799896e-09
b'CM027508.1'	124884000	124920000	655	1.397053900036389e-09
b'CM027508.1'	124920000	124956000	810	6.483551092175109e-10
b'CM027508.1'	124956000	124992000	746	1.5301758396867658e-09
b'CM027508.1'	124992000	125028000	838	2.3479788034305012e-09
b'CM027508.1'	125028000	125064000	781	1.9142490365458625e-09
b'CM027508.1'	125064000	125100000	933	1.4150630834499238e-09
b'CM027508.1'	125100000	125136000	713	9.506671354196057e-10
b'CM027508.1'	125136000	125172000	588	1.3194090449033275e-09
b'CM027508.1'	125172000	125208000	667	1.0351590564929134e-09
b'CM027508.1'	125208000	125244000	670	2.27600272815665e-09
b'CM027508.1'	125244000	125280000	311	1.3909504313457278e-09
b'CM027508.1'	125280000	125316000	600	2.1648809208790304e-09
b'CM027508.1'	125316000	125352000	809	2.90000518206237e-09
b'CM027508.1'	125352000	125388000	914	1.7508869396262272e-09
b'CM027508.1'	125388000	125424000	782	1.95266688276648e-09
b'CM027508.1'	125424000	125460000	783	2.948785398120065e-09
b'CM027508.1'	125460000	125496000	992	2.981945785647417e-09
b'CM027508.1'	125496000	125532000	1007	3.0936930659603768e-09
b'CM027508.1'	125532000	125568000	1217	3.254783396424933e-09
b'CM027508.1'	125568000	125604000	1184	3.2874858309174786e-09
b'CM027508.1'	125604000	125640000	1203	3.406074619775219e-09
b'CM027508.1'	125640000	125676000	1139	3.238680192731593e-09
b'CM027508.1'	125676000	125712000	1081	3.238297796626618e-09
b'CM027508.1'	125712000	125748000	1086	3.2502722102168358e-09
b'CM027508.1'	125748000	125784000	1072	3.226500273751627e-09
b'CM027508.1'	125784000	125820000	1063	3.2188762366283913e-09
b'CM027508.1'	125820000	125856000	1045	3.0001729785904967e-09
b'CM027508.1'	125856000	125892000	1311	3.325513905659885e-09
b'CM027508.1'	125892000	125928000	1266	3.3122021698843665e-09
b'CM027508.1'	125928000	125964000	1198	3.333703614695983e-09
b'CM027508.1'	125964000	126000000	1263	3.3451656837213103e-09
b'CM027508.1'	126000000	126036000	1068	3.327718418022638e-09
b'CM027508.1'	126036000	126072000	1087	3.262410271367129e-09
b'CM027508.1'	126072000	126108000	1205	3.353529445653674e-09
b'CM027508.1'	126108000	126144000	1180	3.242999116705092e-09
b'CM027508.1'	126144000	126180000	1257	3.3896311142914906e-09
b'CM027508.1'	126180000	126216000	1196	3.3167252985805905e-09
b'CM027508.1'	126216000	126252000	1073	3.2794218136128547e-09
b'CM027508.1'	126252000	126288000	1211	3.3636342095185187e-09
b'CM027508.1'	126288000	126324000	1089	3.322375041404272e-09
b'CM027508.1'	126324000	126360000	1114	3.2989089981745508e-09
b'CM027508.1'	126360000	126396000	1416	3.430539930006529e-09
b'CM027508.1'	126396000	126432000	1227	3.3032691887654394e-09
b'CM027508.1'	126432000	126468000	1387	3.3880797732595595e-09
b'CM027508.1'	126468000	126504000	1282	3.400228476230956e-09
b'CM027508.1'	126504000	126540000	1244	3.239475727980284e-09
b'CM027508.1'	126540000	126576000	1240	3.3149224558432542e-09
b'CM027508.1'	126576000	126612000	1155	3.3256226887200506e-09
b'CM027508.1'	126612000	126648000	1139	3.2645211357041743e-09
b'CM027508.1'	126648000	126684000	1001	3.110824387814741e-09
b'CM027508.1'	126684000	126720000	1117	3.3409317760741798e-09
b'CM027508.1'	126720000	126756000	1169	3.0415849159588022e-09
b'CM027508.1'	126756000	126792000	1316	3.380610870239517e-09
b'CM027508.1'	126792000	126828000	1087	3.3460514379644655e-09
b'CM027508.1'	126828000	126864000	1087	3.2652445430542777e-09
b'CM027508.1'	126864000	126900000	931	3.1021864216252856e-09
b'CM027508.1'	126900000	126936000	1200	3.3779215638042853e-09
b'CM027508.1'	126936000	126972000	1260	3.3922903871427196e-09
b'CM027508.1'	126972000	127008000	1291	3.3794173308815663e-09
b'CM027508.1'	127008000	127044000	1117	3.2198663989608143e-09
b'CM027508.1'	127044000	127080000	1377	3.3131654911791183e-09
b'CM027508.1'	127080000	127116000	1263	3.3282892926035955e-09
b'CM027508.1'	127116000	127152000	1119	3.227027162138691e-09
b'CM027508.1'	127152000	127188000	1290	3.311093528610328e-09
b'CM027508.1'	127188000	127224000	1057	3.2276136447239336e-09
b'CM027508.1'	127224000	127260000	1271	3.3347642495326002e-09
b'CM027508.1'	127260000	127296000	1086	3.2424533095249553e-09
b'CM027508.1'	127296000	127332000	1024	3.1689480045585763e-09
b'CM027508.1'	127332000	127368000	665	1.477198385923825e-09
b'CM027508.1'	127368000	127404000	677	2.8926755686563227e-09
b'CM027508.1'	127404000	127440000	647	1.1040281929744614e-09
b'CM027508.1'	127440000	127476000	684	2.150406566147989e-09
b'CM027508.1'	127476000	127512000	503	1.1360445256119932e-09
b'CM027508.1'	127512000	127548000	452	1.1128866813456665e-09
b'CM027508.1'	127548000	127584000	535	1.5786652236418948e-09
b'CM027508.1'	127584000	127620000	690	2.2881819376818758e-09
b'CM027508.1'	127620000	127656000	636	2.2980803093385466e-09
b'CM027508.1'	127656000	127692000	644	2.3743552073682583e-09
b'CM027508.1'	127692000	127728000	679	1.5608163178784194e-09
b'CM027508.1'	127728000	127764000	657	2.8064491489856525e-09
b'CM027508.1'	127764000	127800000	688	1.2736342269282432e-09
b'CM027508.1'	127800000	127836000	578	1.3527310403083777e-09
b'CM027508.1'	127836000	127872000	677	2.448137022319635e-09
b'CM027508.1'	127872000	127908000	534	2.8036285934234812e-09
b'CM027508.1'	127908000	127944000	542	7.688377875042485e-10
b'CM027508.1'	127944000	127980000	517	9.245433564905927e-10
b'CM027508.1'	127980000	128016000	643	2.870939412568153e-09
b'CM027508.1'	128016000	128052000	719	2.005094686469441e-09
b'CM027508.1'	128052000	128088000	519	2.115867205529963e-09
b'CM027508.1'	128088000	128124000	711	2.79173103743012e-09
b'CM027508.1'	128124000	128160000	661	1.365115341374753e-09
b'CM027508.1'	128160000	128196000	764	1.7993606379804593e-09
b'CM027508.1'	128196000	128232000	686	2.107404652025025e-09
b'CM027508.1'	128232000	128268000	976	2.7017638993992237e-09
b'CM027508.1'	128268000	128304000	969	1.5929118729619418e-09
b'CM027508.1'	128304000	128340000	680	1.0228624322081828e-09
b'CM027508.1'	128340000	128376000	775	1.5991470341887547e-09
b'CM027508.1'	128376000	128412000	699	2.327237184645653e-09
b'CM027508.1'	128412000	128448000	550	6.669599685672967e-10
b'CM027508.1'	128448000	128484000	588	2.0875932466470515e-09
b'CM027508.1'	128484000	128520000	456	1.5995766385945675e-09
b'CM027508.1'	128520000	128556000	385	1.0447905549248082e-09
b'CM027508.1'	128556000	128592000	422	3.760501807074383e-10
b'CM027508.1'	128592000	128628000	521	2.084318994778515e-09
b'CM027508.1'	128628000	128664000	583	1.0294410877717152e-09
b'CM027508.1'	128664000	128700000	675	1.4142699130503664e-09
b'CM027508.1'	128700000	128736000	606	2.2234485084871673e-09
b'CM027508.1'	128736000	128772000	748	2.0583589225308055e-09
b'CM027508.1'	128772000	128808000	641	1.0291081761348705e-09
b'CM027508.1'	128808000	128844000	572	2.052578403550012e-09
b'CM027508.1'	128844000	128880000	509	1.6423525913827742e-09
b'CM027508.1'	128880000	128916000	405	1.107731369354685e-09
b'CM027508.1'	128916000	128952000	586	1.412417201556916e-09
b'CM027508.1'	128952000	128988000	711	1.5035355924871852e-09
b'CM027508.1'	128988000	129024000	692	1.3769851103907892e-09
b'CM027508.1'	129024000	129060000	869	2.7145384596939438e-09
b'CM027508.1'	129060000	129096000	619	2.7696833124685406e-09
b'CM027508.1'	129096000	129132000	673	1.088968478961517e-09
b'CM027508.1'	129132000	129168000	658	7.303153410503708e-10
b'CM027508.1'	129168000	129204000	730	2.4603020427500565e-09
b'CM027508.1'	129204000	129240000	881	2.9348938013368797e-09
b'CM027508.1'	129240000	129276000	764	9.702346066094027e-10
b'CM027508.1'	129276000	129312000	659	1.705887082712368e-09
b'CM027508.1'	129312000	129348000	1099	2.087013976851668e-09
b'CM027508.1'	129348000	129384000	1247	1.9068455363846833e-09
b'CM027508.1'	129384000	129420000	529	2.930525688501392e-09
b'CM027508.1'	129420000	129456000	668	1.594874579500739e-09
b'CM027508.1'	129456000	129492000	621	1.8105906783549698e-09
b'CM027508.1'	129492000	129528000	658	1.4610835205681925e-09
b'CM027508.1'	129528000	129564000	885	1.2825142354265678e-09
b'CM027508.1'	129564000	129600000	909	2.2153897529718664e-09
b'CM027508.1'	129600000	129636000	830	2.4821052423111763e-09
b'CM027508.1'	129636000	129672000	979	3.1145722007223696e-09
b'CM027508.1'	129672000	129708000	1038	3.1576875389219255e-09
b'CM027508.1'	129708000	129744000	860	1.4251703895275877e-09
b'CM027508.1'	129744000	129780000	752	2.5134525000074593e-09
b'CM027508.1'	129780000	129816000	679	1.2270712934186255e-09
b'CM027508.1'	129816000	129852000	884	2.2201215796041697e-09
b'CM027508.1'	129852000	129888000	962	3.059635099944199e-09
b'CM027508.1'	129888000	129924000	1031	2.9899193474726644e-09
b'CM027508.1'	129924000	129960000	993	2.603530431220286e-09
b'CM027508.1'	129960000	129996000	1101	2.2086799665238516e-09
b'CM027508.1'	129996000	130032000	896	2.7023976789671464e-09
b'CM027508.1'	130032000	130068000	938	2.6337983717717925e-09
b'CM027508.1'	130068000	130104000	1046	3.208544683731592e-09
b'CM027508.1'	130104000	130140000	1039	2.961253355724557e-09
b'CM027508.1'	130140000	130176000	1182	3.398156631904622e-09
b'CM027508.1'	130176000	130212000	1108	3.3209019768786775e-09
b'CM027508.1'	130212000	130248000	1031	3.250190031709428e-09
b'CM027508.1'	130248000	130284000	1060	3.317093860318131e-09
b'CM027508.1'	130284000	130320000	970	2.978903052509103e-09
b'CM027508.1'	130320000	130356000	947	2.758916627331078e-09
b'CM027508.1'	130356000	130392000	1191	3.0181745649261883e-09
b'CM027508.1'	130392000	130428000	1078	3.27029798916881e-09
b'CM027508.1'	130428000	130464000	939	2.9683241363928835e-09
b'CM027508.1'	130464000	130500000	896	3.1660928039565916e-09
b'CM027508.1'	130500000	130536000	856	2.9335604993951073e-09
b'CM027508.1'	130536000	130572000	1098	2.9871049405182417e-09
b'CM027508.1'	130572000	130608000	1026	2.785194121453803e-09
b'CM027508.1'	130608000	130644000	990	2.7633672734013433e-09
b'CM027508.1'	130644000	130680000	866	3.0058016742568847e-09
b'CM027508.1'	130680000	130716000	1076	3.132500476734906e-09
b'CM027508.1'	130716000	130752000	1070	3.1921724784492548e-09
b'CM027508.1'	130752000	130788000	1007	2.7792373029700672e-09
b'CM027508.1'	130788000	130824000	892	2.8582998851589863e-09
b'CM027508.1'	130824000	130860000	919	3.042484859296762e-09
b'CM027508.1'	130860000	130896000	948	3.0185681940645495e-09
b'CM027508.1'	130896000	130932000	752	2.5154318196114233e-09
b'CM027508.1'	130932000	130968000	875	2.692616899433666e-09
b'CM027508.1'	130968000	131004000	617	1.2943032744052908e-09
b'CM027508.1'	131004000	131040000	832	2.8484517074251853e-09
b'CM027508.1'	131040000	131076000	543	1.741636477511055e-09
b'CM027508.1'	131076000	131112000	825	2.7359785366705315e-09
b'CM027508.1'	131112000	131148000	939	3.00040698041231e-09
b'CM027508.1'	131148000	131184000	954	2.9840263799155466e-09
b'CM027508.1'	131184000	131220000	1005	2.1073929755824255e-09
b'CM027508.1'	131220000	131256000	663	2.2749181492225504e-09
b'CM027508.1'	131256000	131292000	745	9.863198374493243e-10
b'CM027508.1'	131292000	131328000	1145	2.1279406471776686e-09
b'CM027508.1'	131328000	131364000	764	2.909639222707084e-09
b'CM027508.1'	131364000	131400000	775	1.9863273915447613e-09
b'CM027508.1'	131400000	131436000	828	2.2522623624273805e-09
b'CM027508.1'	131436000	131472000	816	2.3027588677441053e-09
b'CM027508.1'	131472000	131508000	684	2.8290656201639687e-09
b'CM027508.1'	131508000	131544000	624	8.521127572131786e-10
b'CM027508.1'	131544000	131580000	801	2.5033178208010692e-09
b'CM027508.1'	131580000	131616000	731	1.5222380609849785e-09
b'CM027508.1'	131616000	131652000	686	2.5508240335090276e-09
b'CM027508.1'	131652000	131688000	578	2.0828683076378513e-09
b'CM027508.1'	131688000	131724000	485	2.2542472394268096e-09
b'CM027508.1'	131724000	131760000	353	9.95373307631631e-10
b'CM027508.1'	131760000	131796000	415	1.1640280810212445e-09
b'CM027508.1'	131796000	131832000	516	1.3524511012921355e-09
b'CM027508.1'	131832000	131868000	551	2.0189372717543232e-09
b'CM027508.1'	131868000	131904000	557	3.1867704883629137e-10
b'CM027508.1'	131904000	131940000	473	1.6376400678315277e-09
b'CM027508.1'	131940000	131976000	455	1.6599124423756108e-09
b'CM027508.1'	131976000	132012000	596	9.387036001354047e-10
b'CM027508.1'	132012000	132048000	571	2.6263909548292355e-09
b'CM027508.1'	132048000	132084000	542	1.427023958278849e-09
b'CM027508.1'	132084000	132120000	490	1.1817648042539237e-09
b'CM027508.1'	132120000	132156000	568	9.948769257983958e-10
b'CM027508.1'	132156000	132192000	610	1.2923447359130922e-09
b'CM027508.1'	132192000	132228000	666	1.7864431964571214e-09
b'CM027508.1'	132228000	132264000	565	8.845393320542383e-10
b'CM027508.1'	132264000	132300000	598	2.581413416179079e-09
b'CM027508.1'	132300000	132336000	627	2.06981502031207e-09
b'CM027508.1'	132336000	132372000	668	1.8565389136731147e-09
b'CM027508.1'	132372000	132408000	739	1.6922480739871596e-09
b'CM027508.1'	132408000	132444000	621	1.09162905247977e-09
b'CM027508.1'	132444000	132480000	636	1.95961634667423e-09
b'CM027508.1'	132480000	132516000	516	2.389418291291219e-09
b'CM027508.1'	132516000	132552000	632	1.676200562490926e-09
b'CM027508.1'	132552000	132588000	653	5.423895303099121e-10
b'CM027508.1'	132588000	132624000	745	1.1627469240028778e-09
b'CM027508.1'	132624000	132660000	791	1.7919632051353398e-09
b'CM027508.1'	132660000	132696000	827	2.7310737213240736e-09
b'CM027508.1'	132696000	132732000	858	2.386561021446242e-09
b'CM027508.1'	132732000	132768000	529	1.2350496440633687e-09
b'CM027508.1'	132768000	132804000	776	1.7570123496827601e-09
b'CM027508.1'	132804000	132840000	606	1.0900222557356458e-09
b'CM027508.1'	132840000	132876000	614	1.1302556705380021e-09
b'CM027508.1'	132876000	132912000	486	1.891167251739809e-09
b'CM027508.1'	132912000	132948000	534	1.3470823025455784e-09
b'CM027508.1'	132948000	132984000	631	2.165185720371794e-09
b'CM027508.1'	132984000	133020000	665	1.5931711786694892e-09
b'CM027508.1'	133020000	133056000	517	8.532125303029645e-10
b'CM027508.1'	133056000	133092000	570	2.38057464234833e-09
b'CM027508.1'	133092000	133128000	617	9.365576769099472e-10
b'CM027508.1'	133128000	133164000	633	1.0296147859406105e-09
b'CM027508.1'	133164000	133200000	667	3.0649529361919174e-09
b'CM027508.1'	133200000	133236000	721	1.7754962433042628e-09
b'CM027508.1'	133236000	133272000	603	2.2720435568576667e-09
b'CM027508.1'	133272000	133308000	803	2.742180117039641e-09
b'CM027508.1'	133308000	133344000	660	1.5801210691097317e-09
b'CM027508.1'	133344000	133380000	661	1.4298323348679799e-09
b'CM027508.1'	133380000	133416000	676	1.0663588067244608e-09
b'CM027508.1'	133416000	133452000	700	1.1555888804015053e-09
b'CM027508.1'	133452000	133488000	667	8.331768781058555e-10
b'CM027508.1'	133488000	133524000	493	1.267781875655003e-09
b'CM027508.1'	133524000	133560000	511	1.328242554555554e-09
b'CM027508.1'	133560000	133596000	584	2.0887658275295517e-09
b'CM027508.1'	133596000	133632000	713	8.273129390718587e-10
b'CM027508.1'	133632000	133668000	663	1.004381017983194e-09
b'CM027508.1'	133668000	133704000	685	2.275138434919386e-09
b'CM027508.1'	133704000	133740000	789	2.1742524632698654e-09
b'CM027508.1'	133740000	133776000	921	2.822549869587402e-09
b'CM027508.1'	133776000	133812000	795	2.5887203861546677e-09
b'CM027508.1'	133812000	133848000	921	1.614471493062255e-09
b'CM027508.1'	133848000	133884000	949	1.4498556602889775e-09
b'CM027508.1'	133884000	133920000	1007	2.6302652280443067e-09
b'CM027508.1'	133920000	133956000	825	2.770697832747044e-09
b'CM027508.1'	133956000	133992000	794	6.152374072170278e-10
b'CM027508.1'	133992000	134028000	771	1.6219465003491247e-09
b'CM027508.1'	134028000	134064000	755	2.2715047851037036e-09
b'CM027508.1'	134064000	134100000	842	3.10173272531892e-09
b'CM027508.1'	134100000	134136000	953	2.850808397829714e-09
b'CM027508.1'	134136000	134172000	845	2.6827286966282707e-09
b'CM027508.1'	134172000	134208000	709	3.038693178437697e-09
b'CM027508.1'	134208000	134244000	893	3.1737298477500645e-09
b'CM027508.1'	134244000	134280000	818	2.6438937944825577e-09
b'CM027508.1'	134280000	134316000	803	2.6577664724726705e-09
b'CM027508.1'	134316000	134352000	885	1.7915653636094585e-09
b'CM027508.1'	134352000	134388000	805	2.3243453288820904e-09
b'CM027508.1'	134388000	134424000	805	2.770249220866317e-09
b'CM027508.1'	134424000	134460000	1020	3.1837307947379244e-09
b'CM027508.1'	134460000	134496000	1190	3.3722582230980834e-09
b'CM027508.1'	134496000	134532000	1168	3.312053184388922e-09
b'CM027508.1'	134532000	134568000	760	3.1139124078139724e-09
b'CM027508.1'	134568000	134604000	736	2.7975547149076103e-09
b'CM027508.1'	134604000	134640000	1006	3.033649428204614e-09
b'CM027508.1'	134640000	134676000	1289	3.281513049702087e-09
b'CM027508.1'	134676000	134712000	1120	3.1339885580525017e-09
b'CM027508.1'	134712000	134748000	1126	3.3603393834625157e-09
b'CM027508.1'	134748000	134784000	1184	3.4160112428666335e-09
b'CM027508.1'	134784000	134820000	1254	3.36521995910535e-09
b'CM027508.1'	134820000	134856000	1214	3.2584720881042102e-09
b'CM027508.1'	134856000	134892000	1080	3.2356472737171848e-09
b'CM027508.1'	134892000	134928000	1008	3.204427244904313e-09
b'CM027508.1'	134928000	134964000	1019	3.101674786515136e-09
b'CM027508.1'	134964000	135000000	995	3.0058784136112846e-09
b'CM027508.1'	135000000	135036000	804	2.865400344683945e-09
b'CM027508.1'	135036000	135072000	756	2.1734937309858227e-09
b'CM027508.1'	135072000	135108000	734	2.640400557584209e-09
b'CM027508.1'	135108000	135144000	863	3.0046533035173942e-09
b'CM027508.1'	135144000	135180000	1112	3.186108177572376e-09
b'CM027508.1'	135180000	135216000	949	3.2510431510345334e-09
b'CM027508.1'	135216000	135252000	865	3.0407037731714585e-09
b'CM027508.1'	135252000	135288000	736	2.5314176676664868e-09
b'CM027508.1'	135288000	135324000	745	2.986659048214018e-09
b'CM027508.1'	135324000	135360000	792	2.9349257268001892e-09
